"id","title","lenght","MPAA rating","Release date","Budget","Revenue","IMDB ID","TMDB ID","Actor1","Actor2","Actor3","Actor4","Actor1rank","Actor2rank","Actor3rank","Actor4rank","Director","DirectorRank","Writer1","Writer2","Writer1Rank","Writer2Rank","Studio","StudioRank","Language","Genre","Country"
"72701","Planet 51 (2009)","91","PG","2009-11-19 00:00:00 UTC","70000000","104945765","762125","16866","Jessica Biel","John Cleese","Gary Oldman","Dwayne Johnson","10","6","10","13","Jorge Blanco","1","Javier Abad","1","Jorge Blanco","1","TriStar Pictures","36","English","Adventure","United States of America"
"72731","Lovely Bones, The (2009)","135","PG-13","2009-12-26 00:00:00 UTC","65000000","93525586","380510","7980","Mark Wahlberg","Rachel Weisz","Susan Sarandon","Stanley Tucci","16","8","8","7","Peter Jackson","10","Fran Walsh","10","Philippa Boyens","5","WingNut Films","7","English","Fantasy","United States of America"
"72733","Invictus (2009)","134","PG-13","2009-12-10 00:00:00 UTC","50000000","122233971","1057500","22954","Morgan Freeman","Matt Damon","Tony Kgoroge","Patrick Mofokeng","17","20","2","1","Clint Eastwood","12","Anthony Peckham","2","John Carlin","1","Warner Bros. Pictures","104","English","Drama","United States of America"
"72737","Princess and the Frog, The (2009)","97","G","2009-12-10 00:00:00 UTC","105000000","104400899","780521","10198","Anika Noni Rose","Bruno Campos","Keith David","Michael-Leon Wooley","1","1","3","1","Ron Clements","6","Ron Clements","5","John Musker","4","Walt Disney Pictures","84","English","Animation","United States of America"
"73017","Sherlock Holmes (2009)","128","PG-13","2009-12-25 00:00:00 UTC","90000000","524028679","988045","10528","Robert Downey Jr.","Jude Law","Rachel McAdams","Mark Strong","14","9","6","4","Guy Ritchie","2","Michael Robert Johnson","1","Anthony Peckham","2","Silver Pictures","26","English","Action","United States of America"
"73023","Crazy Heart (2009)","112","R","2009-12-16 00:00:00 UTC","7000000","39462438","1263670","25196","Jeff Bridges","James Keane","Anna Felix","Paul Herman","16","1","1","1","Scott Cooper","2","Scott Cooper","2","Thomas Cobb","1","Fox Searchlight Pictures","20","English","Romance","United States of America"
"73042","Alvin and the Chipmunks: The Squeakquel (2009)","88","PG","2009-12-21 00:00:00 UTC","75000000","443140005","1231580","23398","Zachary Levi","David Cross","Jason Lee","Justin Long","3","5","4","7","Betty Thomas","4","Jon Vitti","2","Jonathan Aibel","4","Regency Enterprises","37","English","Animation","United States of America"
"73268","Daybreakers (2010)","98","R","2009-10-01 00:00:00 UTC","20000000","51416464","433362","19901","Harriet Minto-Day","Jay Laga'aia","Damien Garvey","Sahaj Dumpleton","1","1","1","1","Michael Spierig","2","Michael Spierig","2","Peter Spierig","2","Australian Film Finance Corporation (AFFC)","2","English","Drama","United States of America"
"73290","Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009)","93","G","2009-01-01 00:00:00 UTC","16000000","47801389","1028532","28178","Richard Gere","Joan Allen","Cary-Hiroyuki Tagawa","Sarah Roemer","8","4","2","2","Lasse Hallström","6","Stephen P. Lindsey","1","Kaneto Shindô","1","Scion Films","1","English","Drama","United States of America"
"73319","Leap Year (2010)","100","PG","2010-01-08 00:00:00 UTC","19000000","29922472","1216492","25195","Amy Adams","Matthew Goode","Adam Scott","John Lithgow","9","4","2","7","Anand Tucker","2","Deborah Kaplan","3","Harry Elfont","2","Universal Pictures","205","English","Comedy","Ireland"
"73881","3 Idiots (2009)","170","PG-13","2009-12-25 00:00:00 UTC","9000000","70000000","1187043","20453","Aamir Khan","Madhavan","Sharman Joshi","Kareena Kapoor","2","1","1","1","Rajkumar Hirani","1","Rajkumar Hirani","1","Abhijat Joshi","1","Vidhu Vinod Chopra Productions","1","हिन्दी","Comedy","India"
"73929","Legion (2010)","100","R","2010-01-22 00:00:00 UTC","26000000","48052429","1038686","22894","Paul Bettany","Lucas Black","Tyrese Gibson","Adrianne Palicki","5","2","8","2","Scott Stewart","2","Peter Schink","1","Scott Stewart","1","Bold Films","1","English","Fantasy","United States of America"
"74131","Extraordinary Measures (2010)","105","PG","2010-01-21 00:00:00 UTC","31000000","15134293","1244659","27569","Brendan Fraser","Harrison Ford","Keri Russell","Meredith Droeger","10","18","3","1","Tom Vaughan","1","Robert Nelson Jacobs","3","Geeta Anand","1","Double Feature Films","2","English","Drama","United States of America"
"74156","Edge of Darkness (2010)","117","R","2010-01-29 00:00:00 UTC","80000000","74901339","1226273","12201","Mel Gibson","Ray Winstone","Danny Huston","Bojana Novakovic","13","2","4","2","Martin Campbell","7","William Monahan","4","Andrew Bovell","1","Warner Bros.","119","English","Drama","United States of America"
"74275","I Love You Phillip Morris (2009)","98","R","2009-01-18 00:00:00 UTC","13000000","10652035","1045772","8952","Jim Carrey","Ewan McGregor","Leslie Mann","Rodrigo Santoro","17","16","4","1","Glenn Ficarra","1","John Requa","3","Glenn Ficarra","4","EuropaCorp","5","English","Comedy","United States of America"
"74450","Valentine's Day (2010)","125","PG-13","2010-02-11 00:00:00 UTC","52000000","213785654","817230","32856","Jessica Alba","Kathy Bates","Jessica Biel","Bradley Cooper","8","5","10","10","Garry Marshall","5","Katherine Fugate","2","Katherine Fugate","2","New Line Cinema","93","English","Comedy","United States of America"
"74458","Shutter Island (2010)","138","R","2010-02-18 00:00:00 UTC","80000000","294804195","1130884","11324","Leonardo DiCaprio","Mark Ruffalo","Ben Kingsley","Max von Sydow","11","9","12","10","Martin Scorsese","9","Laeta Kalogridis","3","Dennis Lehane","4","Paramount Pictures","173","English","Drama","United States of America"
"74510","Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)","129","R","2009-09-18 00:00:00 UTC","4000000","66995253","1216487","24253","Michael Nyqvist","Noomi Rapace","Lena Endre","Peter Andersson","2","5","2","1","Daniel Alfredson","1","Jonas Frykberg","1","Stieg Larsson","2","Zweites Deutsches Fernsehen (ZDF)","3","Français","Drama","Germany"
"74530","Percy Jackson & the Olympians: The Lightning Thief (2010)","118","PG","2010-02-11 00:00:00 UTC","95000000","226497209","814255","32657","Logan Lerman","Brandon T. Jackson","Alexandra Daddario","Jake Abel","3","2","3","1","Chris Columbus","7","Craig Titley","2","Rick Riordan","2","1492 Pictures","10","English","Adventure","United States of America"
"74532","Cop Out (2010)","107","R","2010-02-26 00:00:00 UTC","30000000","43659236","1385867","23742","Bruce Willis","Tracy Morgan","Juan Carlos Hernández","Cory Fernandez","25","1","1","1","Kevin Smith","2","Robb Cullen","1","Mark Cullen","1","Warner Bros.","119","English","Comedy","United States of America"
"74545","Ghost Writer, The (2010)","128","PG-13","2010-02-12 00:00:00 UTC","45000000","60222298","1139328","11439","Ewan McGregor","Jon Bernthal","Tim Preece","James Belushi","16","2","1","4","Roman Polanski","6","Robert Harris","1","Roman Polanski","3","France 2 Cinéma","7","English","Drama","United States of America"
"74580","Spy Next Door, The (2010)","94","PG","2010-01-15 00:00:00 UTC","28000000","45236543","1273678","23172","Jackie Chan","Amber Valletta","Madeline Carroll","Will Shadley","10","4","3","1","Brian Levant","3","Jonathan Bernstein","2","James Greer","1","Robert Simonds Productions","6","English","Children","United States of America"
"74624","Agora (2009)","127","R","2009-05-17 00:00:00 UTC","70000000","38422082","1186830","26428","Rachel Weisz","Max Minghella","Oscar Isaac","Ashraf Barhom","8","1","1","2","Alejandro Amenábar","2","Alejandro Amenábar","3","Mateo Gil","3","Canal+ España","4","English","Adventure","Spain"
"74685","Crazies, The (2010)","101","R","2010-02-26 00:00:00 UTC","20000000","54956140","455407","29427","Timothy Olyphant","Radha Mitchell","Joe Anderson","Danielle Panabaker","5","5","1","4","Breck Eisner","2","Scott Kosar","1","Ray Wright","2","Participant Media","3","English","Drama","United States of America"
"74688","Dear John (2010)","115","PG-13","2010-02-04 00:00:00 UTC","25000000","114977104","989757","22971","Channing Tatum","Amanda Seyfried","Richard Jenkins","Henry Thomas","9","5","5","1","Lasse Hallström","6","Jamie Linden","2","Nicholas Sparks","3","Temple Hill Productions","3","English","Romance","United States of America"
"74750","[REC]² (2009)","85","R","2009-09-15 00:00:00 UTC","5600000","18469680","1245112","10664","Jonathan D. Mellor","Óscar Zafra","Ariel Casas","Alejandro Casaseca","1","1","1","1","Jaume Balagueró","2","Jaume Balagueró","2","Manu Díez","1","Filmax","2","Español","Thriller","Spain"
"74789","Alice in Wonderland (2010)","108","PG","2010-03-04 00:00:00 UTC","200000000","1025467110","1014759","12155","Johnny Depp","Mia Wasikowska","Helena Bonham Carter","Anne Hathaway","25","2","10","10","Tim Burton","16","Linda Woolverton","3","Lewis Carroll","2","Walt Disney Pictures","84","English","Adventure","United States of America"
"74795","Green Zone (2010)","115","R","2010-03-11 00:00:00 UTC","100000000","94882889","947810","22972","Igal Naor","Said Faraj","Faycal Attougui","Aymen Hamdouchi","1","1","1","1","Paul Greengrass","4","Brian Helgeland","10","Rajiv Chandrasekaran","1","Universal Pictures","205","English","Drama","United States of America"
"74851","From Paris with Love (2010)","92","R","2010-02-05 00:00:00 UTC","52000000","52615806","1179034","26389","John Travolta","Jonathan Rhys Meyers","Kasia Smutniak","Richard Durden","14","3","1","2","Pierre Morel","3","Adi Hasak","2","Luc Besson","18","Canal+","32","English","Action","United States of America"
"74946","She's Out of My League (2010)","104","R","2010-03-11 00:00:00 UTC","20000000","49779728","815236","34016","Jay Baruchel","Alice Eve","T.J. Miller","Mike Vogel","6","3","2","2","Jim Field Smith","1","Sean Anders","5","John Morris","4","Paramount Pictures","173","English","Comedy","United States of America"
"75985","Repo Men (2010)","111","R","2010-03-18 00:00:00 UTC","32000000","18409891","1053424","31867","Jude Law","Forest Whitaker","Alice Braga","Liev Schreiber","9","7","4","5","Miguel Sapochnik","1","Eric Garcia","1","Garrett Lerner","1","Universal Pictures","205","English","Action","United States of America"
"76077","Hot Tub Time Machine (2010)","101","R","2010-03-26 00:00:00 UTC","36000000","61336869","1231587","23048","John Cusack","Clark Duke","Craig Robinson","Rob Corddry","8","3","2","5","Steve Pink","4","Josh Heald","3","Sean Anders","5","Metro-Goldwyn-Mayer","27","English","Comedy","United States of America"
"76079","Chloe (2009)","96","R","2009-09-12 00:00:00 UTC","15000000","8459458","1352824","28211","Julianne Moore","Liam Neeson","Amanda Seyfried","Max Thieriot","16","17","5","2","Atom Egoyan","2","Erin Cressida Wilson","2","Anne Fontaine","1","StudioCanal","10","English","Drama","United States of America"
"76091","Mother (Madeo) (2009)","128","R","2009-05-28 00:00:00 UTC","5000000","17112713","1216496","30018","Hye-ja Kim","Bin Won","Ku Jin","Je-mun Yun","1","1","1","1","Joon-ho Bong","3","Joon-ho Bong","3","Eun-kyo Park","1","Barunson Film Division","1","한국어/조선말","Drama","South Korea"
"76093","How to Train Your Dragon (2010)","98","PG","2010-03-05 00:00:00 UTC","165000000","494878759","892769","10191","Jay Baruchel","Gerard Butler","Craig Ferguson","America Ferrera","6","14","3","2","Dean DeBlois","3","William Davies","2","Dean DeBlois","2","DreamWorks Animation","26","English","Adventure","United States of America"
"76130","Universal Soldier: Regeneration (2009)","97","R","2009-10-01 00:00:00 UTC","14000000","875386","1288403","28510","Jean-Claude Van Damme","Dolph Lundgren","Andrei Arlovski","Mike Pyle","6","6","2","1","John Hyams","2","Victor Ostrovsky","1","Richard Rothstein","1","Signature Entertainment","1","English","Drama","United States of America"
"76173","Micmacs (Micmacs à tire-larigot) (2009)","100","R","2009-10-28 00:00:00 UTC","33000000","14000000","1149361","27936","Dany Boon","André Dussollier","Yolande Moreau","Dominique Pinon","1","1","1","4","Jean-Pierre Jeunet","5","Jean-Pierre Jeunet","3","Guillaume Laurant","2","France 3 Cinéma","1","Français","Comedy","France"
"76175","Clash of the Titans (2010)","106","PG-13","2010-04-02 00:00:00 UTC","125000000","232713139","800320","18823","Sam Worthington","Liam Neeson","Ralph Fiennes","Jason Flemyng","4","17","14","1","Louis Leterrier","5","Travis Beacham","2","Phil Hay","4","Warner Bros.","119","English","Adventure","United States of America"
"76251","Kick-Ass (2010)","117","R","2010-04-16 00:00:00 UTC","28000000","96188903","1250777","23483","Aaron Taylor-Johnson","Garrett M. Brown","Evan Peters","Deborah Twiss","5","1","1","1","Matthew Vaughn","4","Jane Goldman","4","Matthew Vaughn","3","Plan B Entertainment","4","English","Comedy","United States of America"
"76317","After.Life (2009)","104","R","2009-11-07 00:00:00 UTC","4500000","3606395","838247","36419","Christina Ricci","Liam Neeson","Justin Long","Chandler Canterbury","3","17","7","2","Agnieszka Wojtowicz-Vosloo","1","Agnieszka Wojtowicz-Vosloo","1","Paul Vosloo","1","Plum Pictures","1","English","Drama","United States of America"
"76763","Runaways, The (2010)","106","R","2010-03-19 00:00:00 UTC","10000000","2995811","1017451","27586","Kristen Stewart","Dakota Fanning","Michael Shannon","Stella Maeve","9","5","4","1","Floria Sigismondi","1","Floria Sigismondi","1","Cherie Currie","1","River Road Entertainment","3","English","Drama","United States of America"
"77364","Losers, The (2010)","97","PG-13","2010-04-23 00:00:00 UTC","25000000","23580000","480255","34813","Jeffrey Dean Morgan","Zoe Saldana","Chris Evans","Idris Elba","2","6","12","5","Sylvain White","2","Peter Berg","2","James Vanderbilt","3","Warner Bros. Pictures","104","English","Adventure","United States of America"
"77561","Iron Man 2 (2010)","124","PG-13","2010-05-07 00:00:00 UTC","200000000","623933331","1228705","10138","Robert Downey Jr.","Gwyneth Paltrow","Don Cheadle","Scarlett Johansson","14","10","8","6","Jon Favreau","3","Justin Theroux","2","Stan Lee","4","Marvel Studios","9","English","Adventure","United States of America"
"77798","Nightmare on Elm Street, A (2010)","95","R","2010-04-30 00:00:00 UTC","35000000","112362985","1179056","23437","Jackie Earle Haley","Kyle Gallner","Rooney Mara","Katie Cassidy","2","2","3","3","Samuel Bayer","1","Wesley Strick","1","Eric Heisserer","3","New Line Cinema","93","English","Fantasy","United States of America"
"77800","Four Lions (2010)","101","R","2010-05-07 00:00:00 UTC","967686","4270000","1341167","37495","Riz Ahmed","Arsher Ali","Nigel Lindsay","Kayvan Novak","1","1","1","2","Christopher Morris","1","Christopher Morris","1","Sam Bain","1","Film4","6","English","Comedy","United Kingdom"
"77820","Furry Vengeance (2010)","92","PG","2010-04-02 00:00:00 UTC","35000000","39340177","492389","35169","Brendan Fraser","Ricky Garcia","Eugene Cordero","Patrice O'Neal","10","1","1","1","Roger Kumble","2","Michael Carnes","1","Josh Gilbert","1","Robert Simonds Productions","6","English","Children","United States of America"
"77866","Robin Hood (2010)","140","PG-13","2010-05-13 00:00:00 UTC","200000000","310669540","955308","20662","Russell Crowe","Cate Blanchett","Max von Sydow","William Hurt","16","11","10","7","Ridley Scott","12","Brian Helgeland","10","Brian Helgeland","10","Universal Pictures","205","English","Adventure","United States of America"
"78022","Halo Legends (2010)","93","PG-13","2010-02-16 00:00:00 UTC","100000","1000000","1480660","31261","David Matranga","Greg Ayres","Luci Christian","Josh Grelle","1","1","1","1","Frank O'Connor","1","Joseph Staten","1","Frank O'Connor","1","Microsoft","1","English","Animation","United States of America"
